,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2009-05-12,45.47,25.45,47.87,44.1,124.42,49.27,40.35,32.0,19.89,51.9,27.36,40.02,135.41,63.46,31.44,50.9,13.68,26.84,14.93,77.93,22.69,38.62,44.4,59.53,15.2,29.95,103.94,69.19,25.7,28.11,32.98,56.38,38.06,34.83,12.26,1.81,23.62,24.64,16.83,25.41,21.13,5.01,18.71,77.05,50.94,81.61,43.15,29.54,55.3,34.99,11.21,6.57,6.12,15.1,70.82,35.36,53.97,18.72,49.4,23.58
2009-05-13,44.6,24.09,47.2,42.95,119.49,49.66,36.5,31.71,19.75,51.53,25.65,40.26,129.26,64.14,30.16,50.03,12.91,25.85,15.27,74.19,21.27,39.82,43.63,56.94,14.96,30.63,102.26,68.1,24.2,26.63,31.95,55.42,36.08,33.4,11.01,1.6,24.42,24.83,17.07,24.89,20.65,4.96,17.99,73.54,50.96,80.53,42.62,28.45,55.3,34.21,10.94,6.25,5.96,14.52,69.77,34.05,53.49,18.05,48.38,23.81
2009-05-14,44.74,24.72,47.02,43.44,122.95,50.87,37.44,32.17,20.06,50.54,26.05,40.55,133.6,63.44,30.14,49.1,13.04,26.26,15.34,75.11,21.61,40.11,44.9,57.94,14.86,30.48,101.05,67.85,25.69,26.97,31.94,53.64,36.07,33.16,11.31,1.84,24.09,24.53,17.54,25.1,21.28,5.16,17.86,73.52,50.8,80.87,43.41,28.56,55.84,34.93,10.93,6.25,6.32,14.76,69.76,35.54,53.57,18.09,48.83,23.95
2009-05-15,43.93,24.23,46.07,43.0,122.42,50.32,36.58,31.78,20.22,50.49,26.16,39.25,134.4,63.49,29.78,48.15,12.86,26.48,15.01,73.6,21.57,39.23,44.96,57.92,14.42,29.77,101.37,65.88,24.87,26.93,30.8,52.98,35.74,34.14,10.67,1.72,23.52,24.4,17.63,24.8,20.84,5.49,18.27,74.4,50.67,79.93,43.19,28.53,55.01,35.01,10.98,6.32,6.23,14.91,69.11,34.91,53.46,17.92,48.09,23.66
2009-05-18,45.52,26.13,45.13,44.37,126.65,51.17,40.42,32.4,20.6,52.04,26.78,40.8,143.15,64.48,30.7,49.92,13.47,26.23,15.19,75.95,22.47,39.67,46.07,59.23,15.16,30.51,104.58,66.03,26.93,28.22,31.34,55.27,37.78,34.12,11.73,1.83,24.88,26.02,17.9,25.06,20.95,5.5,19.65,76.47,52.52,80.55,43.82,28.91,55.46,35.73,11.3,6.46,6.54,15.17,70.5,37.26,54.2,18.72,47.7,23.71
2009-05-19,45.9,24.79,44.44,44.62,127.45,51.61,40.76,32.55,20.31,51.19,27.47,41.12,141.15,64.21,30.57,49.36,13.7,26.05,15.1,77.87,22.48,39.91,46.64,59.0,15.0,30.17,105.51,65.86,25.45,28.34,30.94,55.27,37.67,34.31,11.25,1.81,24.06,24.63,18.08,25.06,21.54,5.63,19.94,76.82,52.95,80.54,43.76,28.28,56.87,36.58,11.56,6.39,6.76,15.18,70.52,35.81,53.87,18.88,48.29,23.41
2009-05-20,46.19,23.98,44.72,44.58,125.87,52.06,40.44,32.89,20.38,51.39,27.49,41.19,136.44,63.9,30.17,48.94,13.77,26.11,15.11,77.97,22.24,40.25,47.0,58.2,14.87,30.83,104.05,65.21,24.46,28.2,29.84,55.94,37.3,34.66,11.49,1.78,23.51,23.83,18.4,24.85,21.62,5.41,19.88,76.27,54.02,82.48,43.64,28.0,57.17,34.67,11.18,6.47,6.9,14.96,69.61,34.55,56.25,18.6,49.17,23.91
2009-05-21,44.66,24.15,43.68,43.29,124.18,51.49,38.5,33.31,19.82,50.79,26.32,41.24,137.16,63.9,29.77,49.11,13.24,25.78,14.83,75.96,21.94,40.25,46.68,56.55,14.45,30.59,102.82,64.47,25.04,27.3,29.64,55.16,35.54,33.6,11.41,1.8,23.0,22.89,17.96,24.93,20.76,5.33,19.27,75.83,53.02,81.48,43.43,27.67,55.7,34.22,10.83,6.33,6.82,14.87,68.39,34.9,55.69,18.1,48.14,23.96
2009-05-22,44.38,23.4,43.47,42.94,122.5,51.57,37.65,33.13,19.75,51.15,26.08,41.71,136.35,64.11,29.56,49.25,13.1,25.79,14.96,75.64,21.94,40.08,47.3,56.07,14.22,30.52,101.89,64.44,24.31,27.77,29.53,55.02,34.31,33.53,11.07,1.7,22.86,22.86,18.5,25.46,20.55,5.26,19.19,75.32,53.03,81.44,43.68,28.48,55.7,34.14,10.85,6.37,6.78,14.98,68.83,34.41,57.08,17.9,48.03,24.27
2009-05-26,45.03,24.57,44.58,44.16,130.78,51.28,38.73,33.77,20.34,52.57,26.85,42.76,142.05,64.76,30.74,50.0,13.39,26.58,15.02,78.39,23.36,40.38,47.21,57.91,14.68,31.3,105.02,65.66,25.65,28.31,29.87,56.04,35.0,34.08,10.98,1.7,23.51,23.8,19.0,25.86,20.8,5.4,19.84,77.79,53.78,83.26,43.98,28.92,56.27,34.47,11.14,6.64,6.93,15.28,69.81,36.54,58.84,18.49,49.0,24.91
2009-05-27,44.47,23.5,44.2,43.57,133.05,50.01,38.88,33.71,20.13,51.13,26.42,41.42,140.01,63.5,30.13,49.32,12.99,25.56,14.66,77.1,22.43,39.98,46.63,56.04,14.3,30.54,102.93,64.57,24.08,27.56,28.99,55.1,35.05,32.86,10.91,1.66,23.0,23.33,18.98,25.46,21.07,5.34,18.95,76.9,51.78,81.78,43.23,28.14,55.72,34.34,11.12,6.46,6.78,14.94,68.3,34.66,57.82,18.22,47.99,24.17
2009-05-28,45.61,24.3,44.69,44.32,135.07,51.02,40.04,33.5,20.45,51.56,26.85,42.45,144.65,63.97,30.21,49.55,13.19,25.73,14.69,77.65,22.92,39.62,46.9,56.55,14.19,31.24,104.69,65.81,24.77,27.79,29.64,56.11,34.59,33.15,11.3,1.67,23.55,22.7,19.27,25.82,21.85,5.56,19.09,79.51,52.59,82.99,43.31,28.93,57.04,34.7,11.48,6.48,6.76,15.09,69.23,36.65,58.13,18.51,47.96,23.98
2009-05-29,45.84,24.85,44.65,44.85,135.81,52.05,39.81,33.71,20.89,51.89,28.18,43.35,144.57,65.95,29.79,49.74,13.48,26.23,15.19,77.99,23.36,40.02,49.16,57.1,13.77,31.69,106.28,66.67,25.5,28.47,29.8,57.65,35.46,33.17,11.27,1.69,23.42,23.16,19.4,26.11,22.37,5.75,19.03,80.15,51.94,83.63,43.25,29.03,56.9,34.35,11.57,6.34,6.8,15.84,69.35,36.9,58.99,18.5,47.62,23.94
2009-06-01,47.9,25.99,45.88,47.7,139.35,53.13,39.93,34.21,21.4,53.48,29.56,43.94,144.33,69.42,31.14,50.59,13.86,27.34,14.76,83.05,24.68,40.34,49.02,59.29,13.92,32.91,108.37,69.21,25.43,29.9,30.6,59.47,37.55,33.15,11.21,1.66,24.01,24.16,20.36,26.64,22.81,6.13,19.58,81.72,53.36,84.16,43.85,29.77,59.31,36.0,12.18,6.5,6.99,16.58,71.76,36.11,59.85,19.5,48.57,24.46
2009-06-02,47.93,24.71,45.52,49.2,139.49,55.37,39.72,33.96,21.4,53.89,29.58,44.87,143.13,70.24,31.62,49.93,13.8,28.0,14.98,84.93,24.57,39.8,49.66,59.96,14.46,32.75,106.83,69.35,24.39,30.05,31.34,59.75,37.45,33.35,11.41,1.56,24.6,24.5,20.09,27.0,22.38,6.41,19.56,80.99,53.71,84.37,44.58,29.66,59.98,35.84,11.94,6.51,7.02,16.62,72.92,34.5,60.38,19.61,48.28,24.99
2009-06-03,45.63,24.48,44.82,48.37,140.95,54.27,37.95,33.28,21.73,52.99,28.51,43.98,142.15,70.84,31.28,50.88,13.5,27.37,14.89,85.68,24.13,39.7,49.09,59.5,14.19,31.71,106.49,68.26,24.13,28.89,30.61,57.45,36.66,32.38,11.21,1.47,24.0,24.37,20.05,26.81,18.4,6.18,19.13,78.94,53.81,83.24,44.3,29.48,58.59,35.63,11.62,6.31,6.86,16.3,72.08,33.98,60.99,19.36,47.57,24.49
2009-06-04,45.97,25.25,45.02,50.57,143.74,54.82,40.27,33.36,21.83,52.65,30.15,43.32,149.47,71.32,30.93,50.87,13.75,27.71,14.64,85.52,24.18,40.04,49.76,59.85,14.47,32.85,106.33,69.79,25.1,28.71,30.35,58.64,38.02,32.59,11.87,1.64,24.48,24.57,20.08,27.04,18.25,6.36,18.52,79.64,53.35,84.5,44.04,29.67,59.1,36.09,12.1,6.54,7.25,16.65,72.98,35.35,60.24,19.67,48.18,24.93
2009-06-05,45.0,24.95,46.22,52.65,144.67,54.88,42.3,33.03,22.14,52.41,29.58,42.27,149.01,70.9,30.83,51.07,13.54,27.83,14.51,87.56,24.52,39.47,49.44,60.94,14.11,32.27,107.24,69.37,24.72,27.0,30.19,58.01,38.47,33.51,11.86,1.71,25.3,24.17,19.68,26.63,18.21,6.36,18.73,79.8,53.18,86.17,43.78,29.6,60.45,37.35,12.08,6.36,7.11,16.64,72.97,34.55,59.87,19.87,48.38,24.7
2009-06-08,45.02,25.65,45.95,52.83,143.85,54.15,43.04,33.31,22.05,52.78,30.03,42.55,148.35,70.88,31.3,50.81,13.56,27.55,14.31,86.36,24.55,39.83,49.38,60.69,14.35,32.22,107.49,69.58,25.39,26.21,30.78,57.66,38.57,33.97,12.06,1.66,25.91,24.56,19.77,26.59,18.24,6.38,18.74,79.85,53.14,85.85,44.52,29.68,60.46,37.41,12.28,6.53,7.1,16.19,73.17,35.39,58.72,19.87,48.7,24.58
2009-06-09,45.55,26.93,44.98,52.35,142.72,53.48,45.46,33.72,22.08,52.58,30.33,42.82,149.31,70.17,31.11,50.61,13.57,27.64,14.13,87.08,24.88,40.16,49.09,60.34,14.4,32.32,108.14,70.19,25.66,26.93,30.82,58.26,38.24,34.47,12.06,1.65,26.49,24.35,21.02,26.21,18.15,6.26,18.87,79.52,52.41,84.01,43.94,29.56,59.25,36.84,12.6,6.49,7.12,16.4,73.12,35.26,59.08,20.08,48.34,24.72
2009-06-10,45.76,26.69,45.6,52.3,140.25,53.36,46.37,33.65,22.55,52.49,30.09,42.05,146.68,70.36,30.99,50.06,13.4,27.36,14.05,86.59,24.31,39.61,48.41,60.46,14.29,31.96,108.35,70.22,24.91,26.77,30.48,58.27,37.62,34.18,11.98,1.6,26.32,24.39,20.96,25.85,18.19,6.19,18.41,79.04,52.08,82.93,43.48,29.48,59.04,36.79,12.94,6.52,7.07,16.32,73.84,34.84,58.36,19.95,47.9,24.92
2009-06-11,45.55,25.63,45.67,50.66,139.95,52.97,45.8,35.02,22.83,52.42,31.1,42.2,145.15,70.26,30.93,49.32,13.46,27.42,14.63,85.69,24.1,40.29,48.58,60.58,14.51,32.37,109.4,71.9,25.02,27.11,30.27,58.48,37.61,34.61,12.97,1.61,26.17,24.23,20.84,25.95,17.67,5.98,18.21,79.08,52.01,82.22,43.95,29.32,59.29,37.23,13.27,6.63,7.0,16.19,74.05,34.94,57.67,20.1,48.17,25.19
2009-06-12,44.37,25.16,45.31,51.44,136.97,53.65,45.89,36.56,23.33,52.73,30.39,41.49,145.64,71.38,31.18,49.84,13.51,27.29,14.76,84.08,24.01,41.95,48.89,61.0,14.35,33.23,108.21,72.67,25.48,27.0,30.35,57.22,37.73,34.52,13.72,1.61,26.0,24.15,20.79,25.94,17.61,6.11,18.91,78.84,52.55,82.77,44.55,28.86,59.76,37.76,13.39,6.69,6.98,16.4,73.78,35.13,58.36,19.91,48.72,24.61
2009-06-15,43.1,25.23,45.0,49.52,136.09,52.88,44.22,35.66,23.42,51.42,28.87,40.23,143.01,69.96,30.47,48.46,13.15,26.24,14.13,83.18,22.97,40.89,48.11,59.31,13.82,31.47,107.62,71.08,24.71,25.79,29.98,54.75,36.12,33.21,13.33,1.53,25.4,23.85,21.13,25.26,17.31,5.93,19.04,76.67,51.33,82.07,43.45,28.0,58.08,37.08,12.87,6.25,6.9,16.4,72.81,34.0,57.78,19.36,47.74,24.18
2009-06-16,43.27,24.69,44.85,48.83,136.35,52.34,44.43,36.06,23.45,50.86,28.47,39.71,144.16,68.6,30.39,48.25,12.78,25.96,14.16,82.15,22.28,40.92,47.83,58.41,13.53,31.8,107.32,69.88,24.4,25.2,30.02,54.32,35.56,33.06,12.73,1.48,24.94,23.2,20.73,24.81,17.25,5.67,18.53,75.72,50.1,81.81,43.46,27.37,57.46,36.84,12.77,6.16,6.95,15.96,71.63,33.5,57.07,19.08,46.85,24.12
2009-06-17,42.53,23.95,45.31,48.55,135.58,52.97,43.19,36.46,23.68,50.97,28.13,40.12,139.73,69.52,30.7,48.56,12.25,26.39,14.58,82.65,22.36,41.87,47.93,59.04,13.86,32.74,107.0,68.83,23.09,24.8,30.86,54.16,34.8,32.99,12.3,1.4,25.47,23.65,21.41,24.88,17.24,5.71,18.67,76.73,50.01,82.05,44.22,27.59,57.62,37.42,12.76,6.17,6.9,15.6,71.42,32.73,57.37,19.2,47.11,24.11
2009-06-18,42.81,24.1,45.91,48.96,135.88,54.49,44.72,36.37,23.5,51.33,28.76,39.98,143.09,70.81,31.72,48.68,11.97,25.98,14.92,81.6,22.0,41.85,49.55,59.31,13.87,33.16,106.33,68.43,23.7,25.17,31.05,54.1,34.08,32.36,12.9,1.47,25.33,23.35,21.33,25.85,17.42,5.68,18.53,76.27,51.17,83.49,45.21,27.23,58.21,37.55,12.61,6.2,6.89,15.34,71.44,34.17,58.16,18.99,47.37,24.17
2009-06-19,42.97,24.64,46.08,48.44,139.48,53.91,45.16,36.51,24.07,50.67,29.34,40.07,143.13,70.57,31.43,48.17,12.1,26.23,15.0,82.96,22.15,41.94,48.81,59.37,13.87,33.62,105.89,68.06,24.19,24.97,31.77,54.28,33.65,33.61,13.22,1.53,25.15,23.52,21.66,25.41,17.19,5.72,18.65,76.61,50.64,82.55,45.09,27.26,58.74,38.35,13.29,6.45,6.74,15.8,71.05,35.0,58.17,18.92,47.11,24.4
2009-06-22,40.43,23.23,45.37,46.9,137.37,53.49,43.5,35.69,23.28,51.06,27.3,38.98,137.01,70.55,29.64,48.59,11.52,25.32,14.79,79.15,21.08,41.15,47.99,57.47,13.62,32.68,104.52,65.76,22.51,24.1,31.13,52.25,32.36,32.58,11.94,1.39,24.22,23.25,20.97,25.25,16.25,5.38,17.83,74.67,50.56,81.48,45.12,26.29,57.45,37.74,12.98,6.13,6.42,14.71,68.84,32.87,57.2,18.41,46.64,24.06
2009-06-23,41.25,23.39,44.75,43.87,134.01,53.01,44.23,36.4,23.34,51.12,27.01,39.59,141.19,70.36,29.65,48.35,11.6,25.81,14.73,77.68,20.85,42.22,47.8,57.06,13.79,33.17,104.44,65.96,22.91,24.4,30.91,53.21,33.0,32.72,12.23,1.41,24.55,22.88,20.61,25.63,16.56,5.53,17.79,75.15,50.55,81.35,45.3,26.77,55.99,37.36,12.98,6.26,6.4,14.68,68.95,33.57,56.76,18.57,45.26,24.37
2009-06-24,41.7,22.93,44.22,41.32,136.22,53.05,45.93,36.13,23.47,51.77,27.08,39.93,142.65,70.19,30.0,48.51,11.7,25.9,14.72,79.27,21.27,41.4,47.5,57.48,13.83,31.84,104.15,65.72,23.17,24.83,31.07,53.17,33.4,33.69,12.35,1.42,24.79,22.68,20.98,25.74,16.03,5.63,18.04,76.06,50.55,79.52,45.67,26.9,54.54,37.22,13.28,6.25,6.49,15.45,68.45,33.46,56.3,18.61,44.89,24.27
2009-06-25,41.76,24.44,45.12,42.53,139.86,53.99,47.03,35.52,23.79,52.75,28.8,40.04,144.43,71.44,30.0,49.15,11.86,26.51,15.33,82.2,22.01,41.16,47.85,58.9,14.36,30.21,106.06,66.87,23.8,25.29,31.2,53.58,34.49,34.39,12.35,1.46,25.43,23.57,21.35,25.97,16.69,5.68,19.0,77.67,51.68,81.13,46.33,27.71,55.82,38.12,13.65,6.43,6.65,15.53,69.88,34.14,57.46,19.03,46.38,24.6
2009-06-26,41.62,23.76,44.5,41.88,142.44,54.7,45.2,35.8,23.35,52.35,28.36,39.72,146.74,71.76,29.8,48.63,11.75,26.3,15.19,83.88,21.81,41.34,48.13,59.26,14.22,28.01,105.68,65.95,23.87,25.38,31.36,53.76,34.56,33.9,12.75,1.46,24.95,23.61,21.45,25.56,16.48,5.61,18.86,76.34,51.75,80.97,46.23,27.51,55.46,37.61,13.68,6.54,6.63,15.74,69.05,34.45,57.0,18.91,45.96,24.63
2009-06-29,42.21,24.0,45.4,42.65,141.97,54.84,46.26,35.47,23.86,53.22,28.6,40.61,149.36,71.74,29.89,48.76,11.76,26.58,15.26,83.03,22.17,41.17,48.29,59.96,14.36,29.48,105.83,66.88,24.53,26.01,32.13,54.86,34.74,33.43,13.19,1.33,25.33,23.87,21.3,25.58,16.63,5.78,19.32,75.49,52.23,82.04,46.6,27.58,57.0,38.98,13.86,6.33,6.62,15.9,70.58,34.6,57.23,18.99,46.64,24.59
2009-06-30,42.06,23.24,44.43,42.5,142.43,54.96,43.6,35.34,23.77,52.43,27.92,40.19,147.44,70.74,29.4,48.44,11.72,25.86,15.0,83.66,22.07,40.79,47.99,60.1,14.46,29.49,104.42,66.25,24.26,25.62,31.87,54.23,33.04,32.53,13.2,1.16,25.19,23.63,21.3,25.34,16.89,6.07,19.41,75.53,51.1,80.65,46.57,27.37,55.39,38.65,13.73,6.14,6.48,15.66,69.91,34.11,57.49,18.65,45.68,24.18
2009-07-01,42.06,23.0,44.89,42.23,142.83,56.52,42.52,36.04,24.04,53.79,28.35,40.37,147.32,72.14,29.34,48.37,11.78,25.98,14.9,81.6,21.18,41.3,49.18,60.74,14.47,30.34,104.84,66.52,24.14,25.8,31.75,55.06,33.19,32.55,13.05,18.08,25.34,23.71,21.6,26.61,17.42,5.91,19.58,75.3,52.0,80.64,47.55,27.51,55.68,38.68,13.39,6.29,6.61,15.41,70.56,33.77,58.22,18.8,46.09,24.86
2009-07-02,40.96,22.27,43.01,40.83,140.02,56.35,39.69,34.85,23.37,52.93,26.45,39.4,143.49,72.08,28.7,47.79,11.46,25.19,14.48,79.32,20.39,40.12,48.88,60.25,13.89,29.7,101.73,64.42,23.08,24.78,31.07,52.5,31.74,31.28,12.64,18.25,24.21,22.81,21.3,25.96,16.55,5.89,18.48,74.09,51.11,79.52,46.82,26.3,53.62,37.85,12.97,6.1,6.4,14.99,68.49,32.27,57.45,18.5,44.44,24.04
2009-07-06,40.83,23.52,43.32,40.56,138.61,57.13,37.3,35.14,23.2,53.26,26.04,38.95,146.46,74.38,29.51,47.73,11.48,25.27,14.57,78.1,19.87,40.49,49.0,60.67,13.9,30.29,101.65,64.14,23.1,25.33,31.25,52.08,31.7,32.31,12.15,16.19,24.24,22.88,21.4,26.44,16.65,5.75,18.33,75.61,52.17,80.5,47.81,26.91,53.93,37.73,13.42,6.24,6.28,14.91,68.1,32.6,57.99,18.53,44.82,24.45
2009-07-07,39.99,22.63,42.08,39.04,135.4,56.0,38.3,34.36,22.53,52.85,24.88,37.87,142.54,73.12,28.86,47.84,11.01,24.34,14.59,75.63,19.65,39.59,48.64,58.76,13.3,29.5,100.19,62.7,23.33,24.04,30.68,50.67,30.29,31.55,12.15,13.75,23.42,22.4,20.77,25.75,15.86,5.53,17.62,74.45,51.91,78.0,47.73,26.18,52.06,36.84,13.0,6.11,6.05,14.44,66.56,32.81,56.8,18.24,43.23,24.05
2009-07-08,39.44,22.72,42.17,39.55,137.22,54.85,38.21,34.85,22.56,52.54,24.78,38.96,138.55,73.34,29.76,48.37,10.71,24.4,14.61,77.36,19.29,39.85,48.51,59.02,13.5,29.44,100.68,62.78,22.91,24.18,31.15,50.63,30.58,31.7,11.84,13.1,23.5,22.66,20.42,25.7,15.82,5.35,17.62,73.66,52.64,78.4,47.8,25.34,51.91,37.21,12.95,5.98,6.07,14.38,66.26,32.71,57.04,18.13,43.61,24.05
2009-07-09,40.31,22.8,42.27,39.3,136.36,54.68,39.44,35.81,22.44,52.14,25.02,40.19,143.21,73.06,29.38,48.08,10.86,24.45,14.29,78.1,19.72,40.05,48.71,59.09,13.39,29.5,102.08,63.08,23.28,24.5,31.06,51.2,30.65,31.73,11.97,9.48,24.0,22.68,20.44,25.8,15.84,5.63,17.82,73.65,52.41,78.28,47.33,25.22,51.54,37.3,13.15,5.93,6.05,14.55,65.97,33.62,56.77,18.17,43.36,24.18
2009-07-10,39.72,23.22,42.68,39.65,138.52,54.71,39.37,35.18,22.39,51.95,25.17,40.01,141.87,71.23,28.84,47.57,10.78,23.85,14.2,77.63,19.57,39.22,48.31,59.79,13.26,28.9,100.83,61.4,22.87,24.61,30.9,50.19,30.53,31.64,11.88,11.74,23.95,22.52,20.45,26.08,15.57,5.72,17.68,73.76,52.22,77.91,47.24,25.28,51.59,37.24,13.22,5.78,6.11,14.93,65.12,32.34,57.05,18.34,43.27,23.93
2009-07-13,40.62,24.52,43.58,40.44,142.34,55.67,40.0,36.1,23.23,53.14,25.47,41.04,149.44,72.84,29.32,47.83,11.46,24.08,14.76,81.47,20.64,39.81,49.05,60.49,13.52,29.54,103.62,62.44,24.8,25.26,31.68,51.94,31.8,32.2,12.99,14.57,24.43,23.11,20.85,26.88,16.21,5.69,17.84,74.59,52.98,80.0,47.92,26.17,52.29,37.3,13.02,5.93,6.32,15.01,65.7,34.71,57.27,18.57,44.26,24.26
2009-07-14,40.55,24.46,44.23,40.41,142.27,56.09,39.75,36.43,23.11,53.08,25.31,40.54,149.66,73.34,29.4,48.13,11.64,24.77,14.9,81.95,21.08,39.75,49.29,60.63,13.56,29.56,103.25,63.0,24.4,25.55,31.37,51.67,31.93,32.56,12.91,14.32,24.87,23.68,21.1,27.0,16.39,5.84,17.92,75.45,53.54,81.19,47.75,26.29,53.1,37.14,11.97,5.99,6.45,15.18,66.22,34.7,57.46,18.73,45.22,24.35
2009-07-15,41.64,27.22,44.52,41.36,146.88,57.28,40.83,36.52,24.12,53.96,26.07,42.22,155.26,73.1,29.99,48.55,12.24,25.23,15.02,84.55,21.8,40.95,50.53,62.0,14.1,30.46,107.22,64.57,25.3,26.98,31.75,53.61,33.84,33.04,13.42,14.22,25.71,24.08,21.89,27.53,17.0,6.05,18.69,75.61,54.65,81.25,47.94,26.69,54.14,38.82,12.32,5.84,6.66,15.71,68.44,36.26,57.08,19.81,46.02,25.38
2009-07-16,42.37,28.28,45.5,42.05,147.52,57.26,40.99,36.87,24.44,54.38,26.75,42.63,156.84,73.54,29.39,48.51,12.4,24.79,15.07,86.11,20.44,42.0,50.79,63.4,14.16,31.02,110.64,64.89,25.05,27.44,32.07,54.42,34.15,33.41,13.17,12.75,26.6,24.4,22.34,27.73,17.21,6.13,18.73,75.47,55.21,82.49,47.99,26.74,54.76,39.67,12.75,5.79,6.84,16.19,68.46,36.13,57.22,20.12,47.1,25.85
2009-07-17,42.38,28.03,44.94,41.36,151.75,56.66,40.21,36.36,24.29,54.47,27.11,42.87,156.84,73.52,29.82,48.49,11.65,24.34,14.96,85.85,19.98,42.39,50.32,62.92,14.15,31.07,115.42,65.12,25.0,27.57,32.74,54.68,33.99,33.13,12.89,13.52,26.15,24.67,23.01,27.43,17.42,6.14,18.69,75.3,55.92,81.09,47.18,26.64,53.56,39.98,12.67,5.74,6.7,16.84,68.52,36.89,57.84,20.51,46.94,25.85
2009-07-20,43.19,28.89,45.14,42.2,152.91,56.08,41.13,37.81,24.53,54.83,27.71,43.3,160.03,73.43,30.07,48.82,11.67,24.63,15.26,88.23,20.45,43.42,51.03,63.84,14.5,31.8,116.44,65.64,25.52,28.33,32.94,55.9,36.65,33.63,12.24,13.46,27.45,24.8,23.61,27.6,17.81,6.19,18.99,76.11,55.56,82.11,47.58,27.0,54.47,40.43,12.94,5.82,7.0,17.01,68.94,36.98,58.28,21.15,47.59,25.99
2009-07-21,43.5,29.38,44.88,43.02,151.51,56.4,41.97,38.14,24.83,54.29,27.11,43.92,159.8,73.8,29.96,48.86,11.47,24.64,15.7,89.01,19.9,43.93,50.35,64.2,14.31,32.06,117.04,66.25,25.35,28.32,32.85,56.53,39.46,33.92,12.19,13.32,26.99,24.46,23.07,27.58,17.93,6.2,18.88,77.52,55.49,75.13,47.57,27.3,54.55,40.57,13.36,5.96,6.93,16.75,70.47,36.94,58.63,21.59,47.11,26.37
2009-07-22,43.16,28.76,44.99,42.0,156.74,55.89,40.65,37.87,24.8,54.46,27.53,44.37,160.46,73.44,29.8,49.17,11.63,24.7,15.87,88.79,20.11,44.03,49.13,64.67,14.15,32.57,115.57,65.94,24.45,28.47,33.1,56.23,38.66,33.64,12.23,13.12,26.79,24.77,23.31,27.92,17.72,6.38,18.69,77.41,54.87,76.25,47.69,27.7,54.0,40.8,13.3,5.99,7.0,17.37,69.99,36.83,58.82,21.45,47.13,26.38
2009-07-23,43.99,29.45,45.75,41.95,157.82,56.5,40.99,38.44,25.56,57.8,31.19,45.09,165.45,74.58,29.74,48.76,11.95,25.28,16.15,93.87,21.3,44.24,49.18,69.43,14.49,32.8,117.06,67.89,24.26,30.15,33.5,57.3,41.26,34.04,12.69,12.66,27.88,25.28,23.82,28.37,18.32,6.98,18.96,79.24,55.16,75.35,48.13,28.31,53.71,41.64,13.47,5.96,7.73,17.36,71.61,38.15,56.09,21.9,46.26,26.54
2009-07-24,44.95,29.51,45.39,42.37,159.99,56.41,41.11,38.28,23.45,58.02,32.25,45.11,164.72,75.1,30.42,48.94,12.03,25.38,16.48,86.49,21.24,44.33,49.36,69.42,14.5,33.1,117.64,68.43,23.47,30.04,34.38,57.34,42.0,35.14,12.51,12.46,27.58,25.32,24.09,28.12,18.31,6.78,19.15,80.06,55.84,74.08,47.92,28.35,52.49,41.72,13.5,5.85,7.9,17.48,72.29,37.92,56.08,21.88,43.89,26.45
2009-07-27,45.25,28.38,45.58,42.24,160.1,56.34,41.1,38.65,23.11,58.55,33.78,45.15,163.87,75.1,30.37,48.97,12.32,24.78,16.62,84.24,21.13,44.12,49.52,69.91,14.89,32.87,117.63,68.85,24.22,30.36,34.05,57.57,42.86,35.53,13.09,13.0,27.6,25.16,24.01,28.26,18.77,7.27,19.2,79.88,55.78,74.55,47.85,28.93,51.89,41.84,13.71,5.83,7.93,17.0,72.75,38.13,55.97,21.84,43.41,26.52
2009-07-28,44.9,27.68,46.3,43.25,160.0,55.97,39.55,38.69,23.47,58.83,33.83,44.51,160.54,75.37,30.25,48.92,12.52,24.55,16.03,84.98,21.06,44.22,49.39,69.88,14.89,33.44,117.28,68.34,24.52,30.1,34.08,56.36,42.9,36.05,13.34,13.35,27.01,25.39,24.19,28.47,18.32,7.14,19.22,80.35,55.71,75.07,47.82,28.71,53.74,41.98,13.97,5.81,8.22,17.22,71.89,38.08,56.47,21.93,43.84,26.51
2009-07-29,42.86,27.75,46.57,43.37,160.03,56.33,39.26,38.39,23.8,58.58,33.34,44.88,159.44,75.85,30.75,49.37,12.26,24.82,15.75,84.34,20.46,43.63,49.28,68.72,14.59,32.99,117.26,67.12,24.38,29.54,33.92,55.49,41.83,35.9,13.52,13.05,26.52,25.39,24.14,28.54,17.7,7.12,18.93,82.62,56.12,74.71,48.04,30.7,54.55,42.19,13.72,5.71,8.21,15.14,71.43,37.77,56.41,21.72,44.96,26.68
